,majority_protein_ids,gene_name,num_aas,mw_daltons,red_light_intensity_uE_m_s,copies_per_cell,NC_per,Ce_per,NC_total,Ce_total,NOSC,fraction_transmembrane,fraction_transmembrane_C,condition,growth_mode,stress,dataset,strain,species,organism_key,growth_rate_hr
8878,P73298,"rpsK,rps11,sll1817",130,13762.0,1100,23.47692,591.0,-52.18000000000001,13874.85972,-1225.0256856,-0.0882910321489001,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8879,P73299,"rpsM,rps13,sll1816",127,14572.0,1100,35.84874,629.0,-56.400000000000006,22548.85746,-2021.868936,-0.0896661367249602,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8880,P73300,"rpmJ,rpl36,sml0006",38,4455.5,1100,2.317398333,184.0,-20.19,426.401293272,-46.78827234327,-0.1097282608695652,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8881,P73301,"infA,ssl3441",75,8681.1,1100,0.62142225,385.0,-82.09,239.24756624999998,-51.0125525025,-0.2132207792207792,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8882,P73302,"adk1,sll1815",185,20251.0,1100,4.00544,910.0,-160.01,3644.9504,-640.9104543999999,-0.1758351648351648,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8883,P73303,"rplO,rpl15,sll1813",147,15194.0,1100,25.67626,663.0,-92.05,17023.36038,-2363.4997329999997,-0.1388386123680241,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8884,P73304,"rpsE,rps5,sll1812",173,18241.0,1100,70.96864,796.0,-134.32999999999998,56491.03743999999,-9533.217411199998,-0.1687562814070351,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8885,P73305,"rplR,rpl18,sll1811",120,13204.0,1100,19.76336,569.0,-36.080000000000005,11245.35184,-713.0620288,-0.0634094903339191,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8886,P73306,"rplF,rpl6,sll1810",179,19666.0,1100,42.20062,857.0,-128.38,36165.93134,-5417.7155956,-0.1498016336056009,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8887,P73307,"rpsH,rps8,sll1809",133,14666.0,1100,41.75424,643.0,-130.08999999999995,26847.97632,-5431.8090815999985,-0.202317262830482,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8888,P73308,"rplE,rpl5,sll1808",180,20230.0,1100,48.80448,896.0,-164.02,43728.81408,-8004.9108096,-0.1830580357142857,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8889,P73309,"rplX,rpl24,sll1807",115,12823.0,1100,36.41066,559.0,-104.21,20353.55894,-3794.3548785999997,-0.186422182468694,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8890,P73310,"rplN,rpl14,sll1806",122,13294.0,1100,43.9938,580.0,-98.13,25516.404,-4317.111594,-0.1691896551724137,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8891,P73311,"rpsQ,rps17,ssl3437",81,9288.7,1100,49.19494,405.0,-66.11999999999999,19923.9507,-3252.7694328,-0.1632592592592592,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8892,P73312,"rpmC,rpl29,ssl3436",73,8545.5,1100,18.05582,370.0,-22.04,6680.6534,-397.9502728,-0.0595675675675675,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8893,P73313,"rplP,rpl16,sll1805",139,16035.0,1100,38.74024,707.0,-98.16,27389.34968,-3802.7419584,-0.1388401697312588,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8894,P73314,"rpsC,rps3,sll1804",240,27147.0,1100,25.78454,1195.0,-140.26,30812.5253,-3616.5395803999995,-0.1173723849372384,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8895,P73315,"rplV,rpl22,sll1803",121,13502.0,1100,38.78956,596.0,-98.09,23118.57776,-3804.8679404000004,-0.1645805369127516,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8896,P73316,"rpsS,rps19,ssl3432",92,10290.0,1100,31.28284,455.0,-70.01999999999998,14233.6922,-2190.4244567999995,-0.1538901098901098,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8897,P73317,"rplB,rpl2,sll1802",276,30433.0,1100,26.83804,1324.0,-128.39,35533.564959999996,-3445.7359555999997,-0.0969712990936555,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8898,P73318,"rplW,rpl23,sll1801",101,11526.0,1100,29.3615,518.0,-138.18,15209.257,-4057.17207,-0.2667567567567567,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8899,P73319,"rplD,rpl4,sll1800",210,23356.0,1100,30.44184,1026.0,-128.27,31233.327839999998,-3904.7748168000003,-0.1250194931773879,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8900,P73320,"rplC,rpl3,sll1799",213,22741.0,1100,49.19484,995.0,-126.06,48948.8658,-6201.5015304,-0.1266934673366834,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8901,P73321,slr1894,156,17755.0,1100,19.1958,784.0,-113.83,15049.507199999998,-2185.057914,-0.1451913265306122,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8902,P73325,srrA,433,47606.0,1100,0.12476604,2142.0,-335.11,267.24885768,-41.8103476644,-0.1564472455648926,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8903,P73326,"argB,slr1898",297,31525.0,1100,0.81014,1390.0,-261.91,1126.0946,-212.18376740000002,-0.1884244604316546,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8904,P73328,slr1900,247,27406.0,1100,0.9683352,1210.0,-103.42,1171.685592,-100.145226384,-0.0854710743801653,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8905,P73329,slr1901,326,36620.0,1100,0.07776378,1655.0,-387.76,128.69905590000002,-30.1536833328,-0.2342960725075528,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8906,P73334,"rpoC2,sll1789",1317,144780.0,1100,10.237652,6326.0,-739.98,64763.386552,-7575.65772696,-0.116974391400569,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8907,P73335,"dtd3,sll1786",261,29258.0,1100,0.4103656,1313.0,-155.33999999999995,538.8100328,-63.746192303999976,-0.1183092155369383,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8908,P73336,"rpsT,rps20,ssl2233",97,10702.0,1100,27.72878,469.0,-98.19,13004.79782,-2722.6889082,-0.2093603411513859,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8909,P73340,"smc,sll1120",1200,136130.0,1100,0.015662268,5913.0,-485.8,92.610990684,-7.6087297944,-0.0821579570438017,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8910,P73342,slr1194,222,25170.0,1100,0.4169132,1124.0,-161.57999999999998,468.6104368,-67.36483485599999,-0.1437544483985765,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8911,P73344,slr1196,429,48001.0,1100,0.12109384,2150.0,-331.48,260.35175599999997,-40.1401860832,-0.1541767441860465,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8912,P73346,sll1118,108,11450.0,1100,0.6236664,501.0,-63.96000000000001,312.45686639999997,-39.889702944,-0.1276646706586826,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8913,P73348,slr1198,211,23559.0,1100,91.11092,1060.0,-171.64,96577.57519999999,-15638.278308799998,-0.1619245283018867,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8914,P73351,slr1201,410,45084.0,1100,0.5721802,2122.0,-622.6300000000001,1214.1663844,-356.2565579260001,-0.2934165881244109,0.4,0.410933081998115,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8915,P73355,slr1205,164,17559.0,1100,0.662139,795.0,-163.67000000000002,526.4005050000001,-108.37229013000001,-0.205874213836478,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8916,P73357,slr1207,514,55776.0,1100,0.084719438,2428.0,-297.92,205.698795464,-25.239614968959998,-0.1227018121911037,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8917,P73359,slr1208,657,71553.0,1100,0.2745324,3189.0,-511.32,875.4838236,-140.373906768,-0.1603386641580432,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8918,P73367,"aroQ,sll1112",152,16373.999999999998,1100,0.2819864,727.0,-87.61,205.00411280000003,-24.704828504,-0.1205089408528198,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8919,P73368,mgtE,463,51100.0,1100,0.4370694,2308.0,-539.36,1008.7561752,-235.737751584,-0.2336915077989601,0.1403887688984881,0.1412478336221837,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8920,P73370,slr2070,284,31874.0,1100,2.115838,1437.0,-181.19,3040.459206,-383.36868722,-0.126089074460682,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8921,P73374,sll1967,463,51522.0,1100,0.3604762,2289.0,-333.57,825.1300218,-120.24404603400001,-0.1457273918741808,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8922,P73375,ilvA,508,56545.0,1100,0.9402338,2527.0,-363.37,2375.9708126,-341.652755906,-0.1437950138504155,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8923,P73376,"sepF,slr2073",186,20533.0,1100,2.073496,891.0,-49.59,1847.484936,-102.82466664,-0.0556565656565656,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8924,P73385,sll1739,359,41229.0,1100,0.1283022,1817.0,-282.03,233.12509740000002,-36.185069465999995,-0.1552173913043478,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8925,P73389,"phaE,slr1829",330,38047.0,1100,0.2068844,1716.0,-251.39,355.0136304,-52.008669315999995,-0.146497668997669,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8926,P73390,"phaC,phbC,slr1830",378,42960.0,1100,0.1108722,1965.0,-429.09,217.863873,-47.574152298,-0.2183664122137404,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8927,P73392,sll1735,133,14105.0,1100,0.5358746,633.0,-143.74,339.2086218,-77.026615004,-0.2270774091627172,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8928,P73393,sll1734,431,50038.0,1100,0.20003754,2305.0,-406.56000000000006,461.0865297,-81.32726226240001,-0.1763817787418655,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8929,P73404,slr1837,234,25655.0,1100,0.0670264,1140.0,-197.82,76.410096,-13.259162448,-0.1735263157894736,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8930,P73405,pdhB,324,35709.0,1100,3.41631,1600.0,-325.7,5466.0960000000005,-1112.692167,-0.2035624999999999,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8931,P73406,"ccmK3,slr1838",103,11003.0,1100,0.7969704,495.0,-113.89,394.500348,-90.766958856,-0.230080808080808,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8932,P73407,"ccmK4,slr1839",112,11903.0,1100,3.483292,526.0,-81.97,1832.211592,-285.52544524,-0.1558365019011406,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8933,P73408,slr1840,371,39231.0,1100,0.02948026,1748.0,-283.53000000000003,51.53149448,-8.358538117800002,-0.1622025171624714,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8934,P73409,slr1841,630,67600.0,1100,2.261288,3026.0,-288.07,6842.657488,-651.40923416,-0.0951982815598149,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8935,P73410,"cysK,slr1842",312,33173.0,1100,1.880552,1466.0,-292.05999999999995,2756.889232,-549.2340171199999,-0.1992223738062755,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8936,P73411,"zwf,slr1843",509,57885.0,1100,2.67044,2588.0,-329.28000000000003,6911.09872,-879.3224832000001,-0.1272333848531684,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8937,P73412,"uvrA,slr1844",970,107480.0,1100,0.172818,4755.0,-685.27,821.74959,-118.42699085999999,-0.1441156677181913,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8938,P73417,hisC,352,38932.0,1100,0.016999682,1777.0,-321.13,30.208434913999998,-5.4591078806599995,-0.1807146876758582,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8939,P73418,"hup,sll1712",100,10891.0,1100,39.83184,477.0,-94.14999999999998,18999.78768,-3750.167735999999,-0.1973794549266247,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8940,P73420,slr1535,489,55017.0,1100,0.4544446,2443.0,-223.01,1110.2081578,-101.34569024599999,-0.0912853049529267,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8941,P73422,slr1537,289,32415.999999999996,1100,0.7414974,1456.0,-223.49,1079.6202144,-165.717253926,-0.1534958791208791,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8942,P73424,slr1540,311,35092.0,1100,0.4937898,1571.0,-153.33999999999995,775.7437758,-75.71772793199997,-0.0976066199872692,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8943,P73425,slr1541,210,24188.0,1100,0.8055466,1071.0,-151.91000000000005,862.7404086,-122.37058400600004,-0.1418394024276377,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8944,P73426,"ispF,slr1542",161,17411.0,1100,0.5839624,777.0,-139.95,453.7387848,-81.72553787999999,-0.1801158301158301,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8945,P73431,rpoE,223,25621.0,1100,0.06334888,1142.0,-157.83999999999995,72.34442096,-9.998987219199996,-0.1382136602451838,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8946,P73434,sll1466,413,47141.0,1100,0.3008272,2146.0,-312.78000000000003,645.5751712,-94.09273161600001,-0.1457502329916123,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8947,P73436,sll1464,477,54040.0,1100,0.11540876,2446.0,-286.54,282.28982695999997,-33.0692260904,-0.1171463614063777,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8948,P73437,"ftsH4,sll1463",628,68198.0,1100,1.889368,3060.0,-587.69,5781.46608,-1110.3626799200001,-0.1920555555555555,0.0636942675159235,0.0751633986928104,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8949,P73438,hypE,345,36425.0,1100,0.039123375,1609.0,-243.37,62.949510375,-9.52145577375,-0.151255438160348,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8950,P73439,sll1461,220,25524.0,1100,0.12001848,1144.0,-149.81,137.30114111999998,-17.9799684888,-0.1309527972027972,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8951,P73440,sll1459,225,24907.0,1100,0.1799594,1121.0,-87.37,201.73448739999998,-15.723052778,-0.0779393398751115,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8952,P73441,"def,slr1549",187,21026.0,1100,0.3703336,925.0,-174.13,342.55858,-64.486189768,-0.1882486486486486,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8953,P73443,"lysS,slr1550",510,57295.0,1100,0.9149538,2559.0,-403.43,2341.3667742000002,-369.119811534,-0.1576514263384134,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8954,P73444,rfbJ,318,35769.0,1100,0.3662384,1615.0,-315.30999999999995,591.475016,-115.47862990399999,-0.1952383900928792,0.1509433962264151,0.1578947368421052,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8955,P73445,sll1456,302,33517.0,1100,0.800049,1500.0,-217.24,1200.0735,-173.80264476000002,-0.1448266666666666,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8956,P73446,slr1552,844,95955.0,1100,0.0330321,4576.0,-1419.0300000000002,151.15488960000002,-46.87354086300001,-0.3101027097902098,0.3329383886255924,0.3511800699300699,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8957,P73448,"narB,sll1454",714,79631.0,1100,0.11908782,3526.0,-384.55,419.90365332,-45.795221181,-0.1090612592172433,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8958,P73449,nrtD,332,36564.0,1100,1.375246,1630.0,-297.67,2241.65098,-409.36947682,-0.1826196319018404,0.0662650602409638,0.058282208588957,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8959,P73450,"nrtC,sll1452",670,75100.0,1100,1.3515926,3359.0,-565.3,4539.9995434,-764.0552967799999,-0.1682941351592735,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8960,P73451,"nrtB,sll1451",275,29720.0,1100,2.94730638,1403.0,-467.21,4135.07085114,-1377.0110137998,-0.333007840342124,0.509090909090909,0.5110477548111191,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8961,P73452,"nrtA,sll1450",446,48966.0,1100,11.93306,2190.0,-295.25000000000006,26133.4014,-3523.2359650000003,-0.1348173515981735,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8962,P73454,slr1748,214,24167.0,1100,0.029343533,1075.0,-115.65999999999998,31.544297975000003,-3.3938730267799997,-0.1075906976744185,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8963,P73456,"ftsZ,sll1633",430,44773.0,1100,5.554848,1956.0,-271.79999999999995,10865.282688,-1509.8076863999997,-0.1389570552147239,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8964,P73458,prc,423,46832.0,1100,2.433772,2046.0,-254.15,4979.497512,-618.5431537999999,-0.1242179863147605,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8965,P73460,"rsmH,mraW,sll1144",305,34386.0,1100,0.0678959,1529.0,-185.75,103.8128311,-12.611663425,-0.1214846304774362,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8966,P73461,slr1218,158,17678.0,1100,0.1318973,789.0,-129.84,104.0669697,-17.125545432,-0.1645627376425855,0.1265822784810126,0.1292775665399239,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8967,P73462,ureE,142,15867.0,1100,0.1528862,720.0,-123.72,110.078064,-18.915080664,-0.1718333333333333,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8968,P73463,slr1220,317,36009.0,1100,2.359494,1596.0,-165.75,3765.7524240000002,-391.0861305,-0.1038533834586466,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8969,P73465,uvrD,793,90394.0,1100,0.5677368,4010.0,-461.09,2276.624568,-261.777761112,-0.1149850374064838,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8970,P73466,sll1142,173,19415.0,1100,3.1584374,844.0,-101.89,2665.7211656,-321.813186686,-0.1207227488151658,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8971,P73467,slr1223,307,33193.0,1100,1.1800622,1501.0,-305.58,1771.2733622,-360.603407076,-0.2035842771485676,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8972,P73468,malK,408,45183.0,1100,0.19665936,2025.0,-355.61,398.235204,-69.93403500960001,-0.1756098765432098,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8973,P73469,"spkF,slr1225",495,53872.0,1100,0.06501198,2452.0,-575.19,159.40937495999998,-37.3942407762,-0.2345799347471452,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8974,P73471,"purC,slr1226",264,29737.0,1100,3.48261,1336.0,-241.69,4652.76696,-841.7120109,-0.1809056886227545,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8975,P73472,IAP75,861,92306.0,1100,0.4035162,4081.0,-376.1,1646.7496122,-151.76244282000002,-0.0921587846116148,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8976,P73473,"prfC,slr1228",547,61189.0,1100,1.0271896,2733.0,-383.12,2807.3091768,-393.536879552,-0.140182949140139,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8977,P73475,slr1230,287,31234.0,1100,0.06040085,1397.0,-305.78,84.37998745,-18.469371913,-0.2188833214030064,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8978,P73479,frdA,575,63701.0,1100,0.4244572,2794.0,-261.36,1185.9334168,-110.936133792,-0.0935433070866141,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8979,P73481,slr1234,114,12456.0,1100,0.4067302,572.0,-135.8,232.64967439999998,-55.23396116,-0.2374125874125874,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8980,P73482,slr1235,293,32776.0,1100,0.03072364,1483.0,-207.34,45.56315812,-6.3702395176,-0.1398111935266352,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8981,P73488,sll1130,115,12933.0,1100,58.72542,584.0,-119.76,34295.64528,-7032.9562992,-0.2050684931506849,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8982,P73492,ssr2061,88,9735.099999999999,1100,0.3637134,426.0,-45.88,154.94190840000002,-16.687170792000003,-0.1076995305164319,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8983,P73493,"gshB,slr1238",320,35068.0,1100,1.1237332,1584.0,-349.68,1779.9933888,-392.947025376,-0.2207575757575757,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8984,P73495,menB,275,30307.0,1100,0.9329604,1354.0,-165.56,1263.2283816,-154.46092382400002,-0.1222747415066469,0.0,0.0,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
8985,P73496,pntA,530,56049.0,1100,0.6320568,2532.0,-611.53,1600.3678175999999,-386.52169490399996,-0.2415205371248025,0.1377358490566037,0.136650868878357,photobio_1100_uE,photobioreactor,False,zavrel_2019,PCC6803,Synechocystis sp.,PCC6803,0.93
